OBJECTID,DATASET_EN,DATASET_TC,NameEN,AddressEN,NameTC,AddressTC,DistrictEN,DistrictTC,FacilityTypeEN,FacilityTypeTC,FacilityDetailsEN,FacilityDetailsTC,OpeningHoursEN,OpeningHoursTC,TelephoneEN,TelephoneTC,FaxNumberEN,FaxNumberTC,EmailAddressEN,EmailAddressTC,WebsiteEN,WebsiteTC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,GeometryLongitude,GeometryLatitude
88,"Parks, Zoos and Gardens",公園及動植物公園,Quarry Bay Promenade,"Hoi Yu Street, Quarry Bay",?魚涌海濱花園,?魚涌海裕街,EASTERN,東區,DOG GARDENS/PET GARDENS,狗公園/寵物公園,"Arbour, benches and dog excreta collection bins",涼亭、座椅及狗糞收集箱,24 hours daily,每日24小時,2513 8499,2513 8499,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,816832.7000000001,840131.9,22.29039576,114.2143695,2014-09-16T16:04:27,840131.9000000004,816832.6999999993,114.2143695,22.29039576
89,"Parks, Zoos and Gardens",公園及動植物公園,Tung Chung North Park,"No. 29 Man Tung Road, Tung Chung",東涌北公園,東涌文東路29號,ISLANDS,離島,PLAY EQUIPMENT FOR ALL CHILDREN,共融遊樂設施,"1 set of Play Equipment for Age 2-5, 1 set of Play Equipment for Age 5-12, 1 spectator stand with 200 seats, Toilets, bathing and changing rooms, Floodlight system","1套適合2-5歲兒童使用的組件, 1套適合5-12 歲兒童使用的組件, 觀眾看台(約200人), 洗手間、浴室及更衣室, 泛光燈",7 am to 11 pm daily (Free of charge),每日上午7時至晚上11時 (免費使用),21093423,21093423,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,816896.3,812774,22.29081439,113.9488892,2012-10-29T14:32:41,812774,816896.3000000007,113.9488892,22.29081439
90,"Parks, Zoos and Gardens",公園及動植物公園,Cornwall Street Park,"17 Cornwall Street, Kowloon Tong, Kowloon",歌和老街公園,九龍塘歌和老街17號,SHAM SHUI PO,深水?,"PARK, JOGGING TRACKS/FITNESS TRAILS","公園, 緩跑徑/健身徑",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,822201,835970.9,22.33887904,114.1739903,2012-08-24T10:47:28,835970.9000000004,822201,114.1739903,22.33887904
91,"Parks, Zoos and Gardens",公園及動植物公園,Middle Road Children's Playground,"Middle Road, Tsim Sha Tsui, Kowloon",中間道兒童遊樂場,九龍尖沙咀中間道,YAU TSIM MONG,油尖旺,PLAY EQUIPMENT FOR ALL CHILDREN,共融遊樂設施,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,817387.9,835981.5,22.29541388,114.1740941,2010-12-06T14:42:38,835981.5,817387.9000000004,114.1740941,22.29541388
92,"Parks, Zoos and Gardens",公園及動植物公園,Fung Tak Park,"42, Fung Tak Road, Wong Tai Sin, Kowloon",鳳德公園,九龍黃大仙鳳德道42號,WONG TAI SIN,黃大仙,"PARK, PLAY EQUIPMENT FOR ALL CHILDREN","公園, 共融遊樂設施",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,822589.4,838449.9,22.34238515,114.1980553,2010-12-06T12:22:01,838449.9000000004,822589.4000000004,114.1980553,22.34238515
93,"Parks, Zoos and Gardens",公園及動植物公園,Nam Cheong Park,"20 Sham Mong Road, Kowloon",南昌公園,九龍深旺道20號,SHAM SHUI PO,深水?,PLAY EQUIPMENT FOR ALL CHILDREN,共融遊樂設施,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,820563.6,834262.8,22.32409123,114.1574113,2010-12-06T12:19:53,834262.7999999998,820563.5999999996,114.1574113,22.32409123
94,"Parks, Zoos and Gardens",公園及動植物公園,Lion Rock Park,"Chuk Yuen Road, Wong Tai Sin, Kowloon",獅子山公園,九龍黃大仙竹園道,WONG TAI SIN,黃大仙,PARK,公園,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,822861.7000000001,836986.3,22.34484541,114.1838474,2010-12-02T12:12:57,836986.2999999998,822861.6999999993,114.1838474,22.34484541
95,"Parks, Zoos and Gardens",公園及動植物公園,Ma On Shan Park,"12 On Chun Street, Ma On Shan",馬鞍山公園,馬鞍山鞍駿街12號,SHA TIN,沙田,"PARK, JOGGING TRACKS/FITNESS TRAILS","公園, 緩跑徑/健身徑",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,831992.7000000001,841859.3,22.4272941,114.2311852,2010-10-13T14:52:50,841859.2999999998,831992.6999999993,114.2311852,22.4272941
96,"Parks, Zoos and Gardens",公園及動植物公園,North Point Promenade,"North Point Ferry Pier, Hong Kong",北角海濱花園,香港北角渡輪碼頭,EASTERN,東區,PARK,公園,"Pet corner, elderly fitness equipment, garden benches, landscaping area",寵物角、長者健身設施、公園椅、園景,24 hrs,24小時,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,817174.3,838804.7000000001,22.29348308,114.2014909,2010-10-06T16:17:09,838804.7000000002,817174.3000000007,114.2014909,22.29348308
97,"Parks, Zoos and Gardens",公園及動植物公園,Quarry Bay Park,"Near Hoi Tai Street, Quarry Bay",?魚涌公園,?魚涌近海堤街,EASTERN,東區,"PARK, GRASS PITCHES, TENNIS COURTS, BASKETBALL COURTS, CYCLING TRACKS/GROUNDS, JOGGING TRACKS/FITNESS TRAILS","公園, 草地球場, 網球場, 籃球場, 單車徑/場, 緩跑徑/健身徑",7-a-side Artificial Turf Football Pitches,7人人造草足球場,,,,,,,,,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,816612.2000000001,840251,22.28840423,114.2155247,2010-04-21T10:59:37,840251,816612.1999999993,114.2155247,22.28840423
98,"Parks, Zoos and Gardens",公園及動植物公園,Tin Shui Wai Park,"6 Tin Shui Road, Tin Shui Wai, Yuen Long",天水圍公園,天水圍天瑞路6號,YUEN LONG,元朗,"PARK, HARD-SURFACE PITCHES, TENNIS COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, GATEBALL COURTS, SKATEBOARD GROUNDS, MODEL CAR PLAY AREA, MODEL BOAT POOLS","公園, 硬地球場, 網球場, 籃球場, 排球場, 門球場, 滑板場, 模型車場, 模型船池","5-a-side Soccer Pitch, Basketball cum Volleyball Courts","五人足球場, 籃球暨排球場",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,835143,818418,22.45565875,114.0034542,2010-04-15T17:34:21,818418,835143,114.0034542,22.45565875
99,"Parks, Zoos and Gardens",公園及動植物公園,Central Kwai Chung Park,"San Kwai Street, Kwai Chung",中葵涌公園,葵涌新葵街,KWAI TSING,葵青,"PARK, HARD-SURFACE PITCHES, BASKETBALL COURTS, VOLLEYBALL COURTS, JOGGING TRACKS/FITNESS TRAILS","公園, 硬地球場, 籃球場, 排球場, 緩跑徑/健身徑",5-a-side soccer pitch,5人足球場,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,824230,831741.1,22.35719612,114.1329246,2010-03-09T15:25:50,831741.0999999996,824230,114.1329246,22.35719612
100,"Parks, Zoos and Gardens",公園及動植物公園,Shing Mun Valley Park,"Shing Mun Road, Tsuen Wan",城門谷公園,荃灣城門道,TSUEN WAN,荃灣,"PARK, HARD-SURFACE PITCHES, TENNIS COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, HANDBALL COURTS","公園, 硬地球場, 網球場, 籃球場, 排球場, 手球場","7-a-side soccer pitch cum handball court, basketball-cum-volleyball courts","7人足球場兼手球場, 籃球場兼排球場",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,826174,830933,22.37474917,114.1250726,2010-03-09T15:23:00,830933,826174,114.1250726,22.37474917
101,"Parks, Zoos and Gardens",公園及動植物公園,Yuen Long Park,"Town Park Road North, Yuen Long",元朗公園,元朗元朗公園北路,YUEN LONG,元朗,"PARK, HARD-SURFACE PITCHES, GATEBALL COURTS, AVIARY PAGODA, HANDBALL COURTS","公園, 硬地球場, 門球場, 百鳥塔, 手球場","7-a-side Soccer Pitch, 5-a-side Soccer Pitch","七人足球場, 五人足球場,",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,833684,820009,22.44249924,114.0189263,2010-03-09T15:21:13,820009,833684,114.0189263,22.44249924
102,"Parks, Zoos and Gardens",公園及動植物公園,Hong Kong Zoological & Botanical Gardens,"Albany Road, Central & Western",香港動植物公園,中西區雅賓利道,CENTRAL AND WESTERN,中西區,PARK,公園,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,815425,834109,22.27768633,114.1559254,2010-03-09T15:19:58,834109,815425,114.1559254,22.27768633
103,"Parks, Zoos and Gardens",公園及動植物公園,West Kowloon Waterfront Promenade,West Kowloon Reclamation Area (J/O Austin Road West/ Nga Cheung Road),西九龍海濱長廊,西九龍填海區 (九龍柯士甸道西/雅翔道交界),YAU TSIM MONG,油尖旺,"PARK, CYCLING TRACKS/GROUNDS","公園, 單車徑/場",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,817973.1,833969.6,22.30069709,114.1545691,2009-10-29T18:07:40,833969.5999999996,817973.0999999996,114.1545691,22.30069709
104,"Parks, Zoos and Gardens",公園及動植物公園,Po Hong Park,"Wan Lung Road, Tseung Kwan O",寶康公園,將軍澳運隆路,SAI KUNG,西貢,"PARK, HARD-SURFACE PITCHES, HANDBALL COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, GATEBALL COURTS, ROLLER SKATING RINKS, JOGGING TRACKS/FITNESS TRAILS","公園, 硬地球場, 手球場, 籃球場, 排球場, 門球場, 滾軸溜冰場, 緩跑徑/健身徑",7-a-side soccer cum handball pitch,七人足球兼手球場,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,819977,844591,22.3187749,114.2576568,2009-10-29T14:27:20,844591,819977,114.2576568,22.3187749
105,"Parks, Zoos and Gardens",公園及動植物公園,Kowloon Walled City Park,"Tung Tsing Road,Kowloon City",九龍寨城公園,九龍城東正道,KOWLOON CITY,九龍城,PARK,公園,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,821401.2000000001,837602.4,22.33165589,114.1898271,2009-09-18T15:53:46,837602.4000000004,821401.1999999993,114.1898271,22.33165589
106,"Parks, Zoos and Gardens",公園及動植物公園,Nan Lian Garden,"Fung Tak Road, Diamond Hill, Wong Tai Sin",南蓮園池,黃大仙鑽石山鳳德道60號,WONG TAI SIN,黃大仙,PARK,公園,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,822229,839116.5,22.33912956,114.2045257,2009-08-27T17:50:19,839116.5,822229,114.2045257,22.33912956
107,"Parks, Zoos and Gardens",公園及動植物公園,Hong Kong Park,"19 Cotton Tree Drive, Central",香港公園,中環紅棉路19號,CENTRAL AND WESTERN,中西區,PARK,公園,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,815383,834672,22.27730765,114.1613883,2009-08-27T17:47:25,834672,815383,114.1613883,22.27730765
108,"Parks, Zoos and Gardens",公園及動植物公園,Yuen Po Street Bird Garden,"Yuen Po Street, Mongkok",園圃街雀鳥花園,旺角園圃街,YAU TSIM MONG,油尖旺,PARK,公園,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,820749.9,835951.6,22.32577476,114.1738033,2009-08-27T17:07:52,835951.5999999996,820749.9000000004,114.1738033,22.32577476
109,"Parks, Zoos and Gardens",公園及動植物公園,Tsuen Wan Riviera Park,"2A Yi Hong Street, Tsuen Wan",荃灣海濱公園,荃灣怡康街2A號,TSUEN WAN,荃灣,"PARK, GRASS PITCHES, TENNIS COURTS, BASKETBALL COURTS, VOLLEYBALL COURTS, GATEBALL COURTS","公園, 草地球場, 網球場, 籃球場, 排球場, 門球場","11-a-side Natural Grass Soccer Pitch, Basketball cum Volleyball Court","11人天然草地足球場, 籃球場暨排球場",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.lcsd.gov.hk/en/ls_park.php,http://www.lcsd.gov.hk/b5/ls_park.php,824915,829602,22.36337508,114.1121541,2009-07-16T12:13:01,829602,824915,114.1121541,22.36337508
